CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,NOISE1,NOISE2,NOISE3,NOISE4,NOISE5,NOISE6,NOISE7,NOISE8,MEDV
1.12658,0,19.58,1,0.871,5.012,88,1.6102,5,403,14.7,343.28,12.12,0.525587504,0.435077888,0.878740172,5.017506213,88.00022163,0.873094914,5.016859276,88.00228563,15.3
2.14918,0,19.58,0,0.871,5.709,98.5,1.6232,5,403,14.7,261.95,15.79,0.102904094,0.84687307,0.877397955,5.712342551,98.5026253,0.880193547,5.718407758,98.50482655,19.4
1.41385,0,19.58,1,0.871,6.129,96,1.7494,5,403,14.7,321.02,15.12,0.41022517,0.106127472,0.872105765,6.129747874,96.00181571,0.880725432,6.135062712,96.00081492,17
3.53501,0,19.58,1,0.871,6.152,82.6,1.7455,5,403,14.7,88.01,15.02,0.302287205,0.044783042,0.877711376,6.152676913,82.60891479,0.874524877,6.154502491,82.60697773,15.6
2.44668,0,19.58,0,0.871,5.272,94,1.7364,5,403,14.7,88.63,16.14,0.347151423,0.923174945,0.874897392,5.275121763,94.00254237,0.872789479,5.277545145,94.0031571,13.1
1.22358,0,19.58,0,0.605,6.943,97.4,1.8773,5,403,14.7,363.43,4.59,0.441458587,0.215087959,0.607745954,6.952160561,97.4007077,0.605788792,6.945583276,97.40784289,41.3
1.34284,0,19.58,0,0.605,6.066,100,1.7573,5,403,14.7,353.89,6.43,0.142631971,0.215353635,0.605631406,6.067167794,100.001854,0.610606194,6.075256232,100.0079617,24.3
1.42502,0,19.58,0,0.871,6.51,100,1.7659,5,403,14.7,364.31,7.39,0.699959506,0.012687047,0.87680101,6.512170281,100.0094566,0.875621736,6.512036151,100.0037868,23.3
1.27346,0,19.58,1,0.605,6.25,92.6,1.7984,5,403,14.7,338.92,5.5,0.743059449,0.475473626,0.610767478,6.256378471,92.60053028,0.611208329,6.25504525,92.60268108,27
1.46336,0,19.58,0,0.605,7.489,90.8,1.9709,5,403,14.7,374.43,1.73,0.961349958,0.533598883,0.60990375,7.490827324,90.8009478,0.607859808,7.493376933,90.80332547,50
1.83377,0,19.58,1,0.605,7.802,98.2,2.0407,5,403,14.7,389.61,1.92,0.438888176,0.687863993,0.61323466,7.8049132,98.20105544,0.614155708,7.805343687,98.20840559,50
1.51902,0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,388.45,3.32,0.806037087,0.795571914,0.609717633,8.381130549,93.90672642,0.611437604,8.380194511,93.90794089,50
2.24236,0,19.58,0,0.605,5.854,91.8,2.422,5,403,14.7,395.11,11.64,0.884453848,0.446130795,0.608810813,5.860003322,91.80760543,0.607861289,5.859033002,91.80158664,22.7
2.924,0,19.58,0,0.605,6.101,93,2.2834,5,403,14.7,240.16,9.81,0.016847166,0.300056972,0.609576967,6.108927307,93.00247114,0.609474003,6.103410446,93.0078986,25
2.01019,0,19.58,0,0.605,7.929,96.2,2.0459,5,403,14.7,369.3,3.7,0.302852712,0.247110827,0.610435713,7.936654245,96.20069652,0.61178304,7.932277938,96.20948467,50
1.80028,0,19.58,0,0.605,5.877,79.2,2.4259,5,403,14.7,227.61,12.14,0.240001392,0.312011548,0.608419325,5.884694252,79.20306658,0.61145854,5.88492317,79.20074028,23.8
2.3004,0,19.58,0,0.605,6.319,96.1,2.1,5,403,14.7,297.09,11.1,0.292493933,0.211214376,0.612175089,6.319906137,96.10022683,0.607511129,6.322943652,96.10438131,23.8
2.44953,0,19.58,0,0.605,6.402,95.2,2.2625,5,403,14.7,330.04,11.32,0.657160321,0.225762759,0.614097229,6.409535122,95.20638082,0.60897106,6.41190429,95.20772125,22.3
1.20742,0,19.58,0,0.605,5.875,94.6,2.4259,5,403,14.7,292.29,14.43,0.64358282,0.235817106,0.606064036,5.875937834,94.60019755,0.610174559,5.881197904,94.60398787,17.4
2.3139,0,19.58,0,0.605,5.88,97.3,2.3887,5,403,14.7,348.13,12.03,0.902853722,0.263968248,0.605308552,5.887678553,97.30304353,0.610023551,5.885899987,97.30393814,19.1
0.13914,0,4.05,0,0.51,5.572,88.5,2.5961,5,296,16.6,396.9,14.69,0.089762284,0.067620641,0.517621595,5.580051023,88.50716256,0.515526285,5.578102389,88.50893071,23.1
0.09178,0,4.05,0,0.51,6.416,84.1,2.6463,5,296,16.6,395.5,9.04,0.916416122,0.266379132,0.510230679,6.417100171,84.10080393,0.518517412,6.422200216,84.10157697,23.6
0.08447,0,4.05,0,0.51,5.859,68.7,2.7019,5,296,16.6,393.23,9.64,0.026560433,0.334232742,0.519611945,5.859129902,68.70754539,0.515149728,5.8667987,68.7071486,22.6
0.06664,0,4.05,0,0.51,6.546,33.1,3.1323,5,296,16.6,390.96,5.33,0.811139271,0.869626222,0.519213291,6.549848985,33.10623261,0.510031322,6.548235055,33.10400796,29.4
0.07022,0,4.05,0,0.51,6.02,47.2,3.5549,5,296,16.6,393.23,10.11,0.489404593,0.746730847,0.519067338,6.020362592,47.20342549,0.513826948,6.028173415,47.20068654,23.2
0.05425,0,4.05,0,0.51,6.315,73.4,3.3175,5,296,16.6,395.6,6.29,0.015855632,0.714282056,0.513408886,6.323876159,73.40038049,0.514062717,6.323359562,73.40661466,24.6
0.06642,0,4.05,0,0.51,6.86,74.4,2.9153,5,296,16.6,391.27,6.92,0.667699687,0.02714893,0.518169183,6.864079663,74.40315115,0.516107309,6.860737831,74.40996596,29.9
0.0578,0,2.46,0,0.488,6.98,58.4,2.829,3,193,17.8,396.9,5.04,0.876740085,0.467690449,0.489436784,6.980293854,58.40145259,0.496566024,6.988939985,58.40496147,37.2
0.08308,0,2.46,0,0.488,5.604,89.8,2.9879,3,193,17.8,391,13.98,0.905711124,0.837883755,0.497689991,5.605128269,89.80925047,0.492264132,5.607019672,89.80106002,26.4
0.06047,0,2.46,0,0.488,6.153,68.8,3.2797,3,193,17.8,387.11,13.15,0.10282454,0.695355462,0.497398073,6.161433586,68.80032691,0.490523593,6.153445191,68.80005211,29.6
0.05602,0,2.46,0,0.488,7.831,53.6,3.1992,3,193,17.8,392.63,4.45,0.908304842,0.822977548,0.489849372,7.835274305,53.60011649,0.495905816,7.836266588,53.60997055,50
0.07875,45,3.44,0,0.437,6.782,41.1,3.7886,5,398,15.2,393.87,6.68,0.431113574,0.301876205,0.441628382,6.784367801,41.10825635,0.439995582,6.788356549,41.10491837,32
0.12579,45,3.44,0,0.437,6.556,29.1,4.5667,5,398,15.2,382.84,4.56,0.721948812,0.65054756,0.442493227,6.557907521,29.10573738,0.43820736,6.556105551,29.10551073,29.8
0.0837,45,3.44,0,0.437,7.185,38.9,4.5667,5,398,15.2,396.9,5.39,0.913084396,0.538635629,0.437637042,7.194962907,38.90537876,0.446853194,7.192636024,38.90334229,34.9
0.09068,45,3.44,0,0.437,6.951,21.5,6.4798,5,398,15.2,377.68,5.1,0.079816209,0.422794942,0.443441298,6.958330072,21.5002909,0.446173659,6.956844716,21.50028695,37
0.06911,45,3.44,0,0.437,6.739,30.8,6.4798,5,398,15.2,389.71,4.69,0.858365311,0.014331829,0.444191995,6.74587299,30.8087914,0.441273652,6.741440247,30.80810131,30.5
0.08664,45,3.44,0,0.437,7.178,26.3,6.4798,5,398,15.2,390.49,2.87,0.45147808,0.801468317,0.441243219,7.183915827,26.30245024,0.437300192,7.186478968,26.30313929,36.4
0.02187,60,2.93,0,0.401,6.8,9.9,6.2196,1,265,15.6,393.37,5.03,0.077191542,0.815039709,0.406302795,6.803917379,9.901896745,0.406939663,6.805478696,9.90697039,31.1
0.01439,60,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,376.7,4.38,0.747786523,0.408937897,0.401742901,6.605349855,18.80387028,0.401705583,6.606515281,18.80337153,29.1
0.01381,80,0.46,0,0.422,7.875,32,5.6484,4,255,14.4,394.23,2.97,0.394668251,0.696503778,0.424853635,7.877838578,32.0058956,0.426308658,7.878753421,32.00386828,50
0.04011,80,1.52,0,0.404,7.287,34.1,7.309,2,329,12.6,396.9,4.08,0.776328284,0.225878483,0.410944105,7.296597056,34.10207097,0.406790495,7.292919496,34.10825398,33.3
0.04666,80,1.52,0,0.404,7.107,36.6,7.309,2,329,12.6,354.31,8.61,0.273042682,0.064234794,0.413644504,7.10917243,36.60824705,0.404134549,7.115217001,36.60936281,30.3
0.03768,80,1.52,0,0.404,7.274,38.3,7.309,2,329,12.6,392.2,6.62,0.558521155,0.604272381,0.410511104,7.275773448,38.30974564,0.408133385,7.276956445,38.30285059,34.6
0.0315,95,1.47,0,0.403,6.975,15.3,7.6534,3,402,17,396.9,4.56,0.885338456,0.042901023,0.411193942,6.980456852,15.30841829,0.408926376,6.981594684,15.30345838,34.9
0.01778,95,1.47,0,0.403,7.135,13.9,7.6534,3,402,17,384.3,4.45,0.834775378,0.097726236,0.409977185,7.141181837,13.90610478,0.409894129,7.141745299,13.90842838,32.9
0.03445,82.5,2.03,0,0.415,6.162,38.4,6.27,2,348,14.7,393.77,7.43,0.805827802,0.149858921,0.41753981,6.16976427,38.40296812,0.421467394,6.164919446,38.40886843,24.1
0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11,0.974402041,0.45053227,0.420223209,7.612584585,15.70344252,0.416135653,7.613513323,15.70393385,42.3
0.0351,95,2.68,0,0.4161,7.853,33.2,5.118,4,224,14.7,392.78,3.81,0.81426306,0.153345426,0.419874751,7.854112568,33.2052567,0.419657033,7.853859363,33.20483195,48.5
0.02009,95,2.68,0,0.4161,8.034,31.9,5.118,4,224,14.7,390.55,2.88,0.861976904,0.320532346,0.418916356,8.037244283,31.90551983,0.420223765,8.034960084,31.90660833,50
0.13642,0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87,0.942638106,0.364050314,0.498151081,5.899335132,22.30450064,0.495173075,5.899964082,22.30409022,22.6
0.22969,0,10.59,0,0.489,6.326,52.5,4.3549,4,277,18.6,394.87,10.97,0.025707665,0.407307664,0.489500494,6.328783691,52.50358308,0.495595862,6.335592855,52.50412772,24.4
0.25199,0,10.59,0,0.489,5.783,72.7,4.3549,4,277,18.6,389.43,18.06,0.339341767,0.36529081,0.489179238,5.787420735,72.70543531,0.498723136,5.789549398,72.70612312,22.5
0.13587,0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,381.32,14.66,0.320045635,0.614892277,0.49136959,6.066690093,59.10571736,0.492328472,6.067856375,59.10642304,24.4
0.43571,0,10.59,1,0.489,5.344,100,3.875,4,277,18.6,396.9,23.09,0.809594154,0.781413817,0.496725477,5.345791824,100.0063368,0.489664812,5.349419202,100.0090043,20
0.17446,0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,393.25,17.27,0.121359583,0.548671631,0.492623814,5.966009653,92.10590762,0.492882034,5.968213275,92.10884664,21.7
0.37578,0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,395.24,23.98,0.381938416,0.098656513,0.492246025,5.410015665,88.60195319,0.492745785,5.406980882,88.60969816,19.3
0.21719,0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,390.94,16.03,0.022356274,0.932425631,0.49561228,5.815151988,53.80688321,0.498680727,5.815520623,53.80589067,22.4
0.14052,0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,385.81,9.38,0.358955543,0.608377923,0.491310643,6.380286548,32.30668327,0.491853996,6.375200857,32.30590435,28.1
0.28955,0,10.59,0,0.489,5.412,9.8,3.5875,4,277,18.6,348.93,29.55,0.96062866,0.199573824,0.491441361,5.41516442,9.803201169,0.496164894,5.414506921,9.802199166,23.7
0.19802,0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,393.63,9.47,0.199233014,0.420254904,0.492980827,6.190978337,42.40918302,0.490827095,6.182307573,42.40622119,25
0.0456,0,13.89,1,0.55,5.888,56,3.1121,5,276,16.4,392.8,13.51,0.258393228,0.437346654,0.556174206,5.897723371,56.00305119,0.552717114,5.895383054,56.00277552,23.3
0.07013,0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,392.78,9.69,0.512757566,0.298331133,0.554902413,6.648791514,85.10600074,0.559776439,6.648519827,85.10026918,28.7
0.11069,0,13.89,1,0.55,5.951,93.8,2.8893,5,276,16.4,396.9,17.92,0.30378926,0.425820243,0.559749719,5.957574955,93.80709082,0.551464878,5.954046618,93.80593566,21.5
0.11425,0,13.89,1,0.55,6.373,92.4,3.3633,5,276,16.4,393.74,10.5,0.032001476,0.88894618,0.550818486,6.380396856,92.40634052,0.55008174,6.373687071,92.4080756,23
0.35809,0,6.2,1,0.507,6.951,88.5,2.8617,8,307,17.4,391.7,9.71,0.981168889,0.323352182,0.509767737,6.95941085,88.50614104,0.513348346,6.957767515,88.5090976,26.7
0.40771,0,6.2,1,0.507,6.164,91.3,3.048,8,307,17.4,395.24,21.46,0.127067718,0.914287629,0.511245817,6.167088168,91.3043751,0.512249969,6.169240746,91.30292893,21.7
0.62356,0,6.2,1,0.507,6.879,77.7,3.2721,8,307,17.4,390.39,9.93,0.506592966,0.794343239,0.509745537,6.888182428,77.7001861,0.509189626,6.885668116,77.70222332,27.5
0.6147,0,6.2,0,0.507,6.618,80.8,3.2721,8,307,17.4,396.9,7.6,0.907372818,0.213186625,0.512144782,6.62232267,80.80471091,0.512801475,6.623595929,80.80046963,30.1
0.31533,0,6.2,0,0.504,8.266,78.3,2.8944,8,307,17.4,385.05,4.14,0.907668553,0.282349528,0.508782671,8.268422343,78.30054576,0.5090633,8.267084836,78.30726313,44.8
0.52693,0,6.2,0,0.504,8.725,83,2.8944,8,307,17.4,382,4.63,0.34938034,0.376516899,0.511595574,8.731536697,83.00137958,0.512677364,8.734852483,83.00957931,50
0.38214,0,6.2,0,0.504,8.04,86.5,3.2157,8,307,17.4,387.38,3.13,0.643560061,0.753781902,0.51146509,8.046527313,86.50176847,0.504047218,8.042226596,86.50881239,37.6
0.41238,0,6.2,0,0.504,7.163,79.9,3.2157,8,307,17.4,372.08,6.36,0.007454735,0.69007671,0.506299968,7.17171345,79.9040247,0.506313814,7.168232088,79.90864219,31.6
0.29819,0,6.2,0,0.504,7.686,17,3.3751,8,307,17.4,377.51,3.92,0.329765263,0.89103139,0.513288327,7.687842181,17.00612522,0.512916756,7.690655576,17.0078873,46.7
0.44178,0,6.2,0,0.504,6.552,21.4,3.3751,8,307,17.4,380.34,3.76,0.02677502,0.0631328,0.509857409,6.552655072,21.40779682,0.506513963,6.556029494,21.40868536,31.5
0.537,0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65,0.256960476,0.389019739,0.513961492,5.987621495,68.10401004,0.506513975,5.989700629,68.10846802,24.3
0.46296,0,6.2,0,0.504,7.412,76.9,3.6715,8,307,17.4,376.14,5.25,0.599107432,0.818179892,0.508265356,7.415250098,76.90427638,0.508038481,7.419139559,76.90173075,31.7
0.57529,0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47,0.394713432,0.137291703,0.509160145,8.342759999,73.30377523,0.509198637,8.342713667,73.30423686,41.7
0.33147,0,6.2,0,0.507,8.247,70.4,3.6519,8,307,17.4,378.95,3.95,0.704237277,0.092461606,0.510889862,8.2547186,70.40309971,0.51056733,8.255893413,70.40195538,48.3
0.44791,0,6.2,1,0.507,6.726,66.5,3.6519,8,307,17.4,360.2,8.05,0.09373428,0.568276133,0.507419879,6.730748677,66.50010749,0.509288702,6.730180144,66.50260091,29
0.33045,0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4,376.75,10.88,0.833325919,0.140829029,0.509164429,6.093492155,61.50117154,0.512219332,6.095990011,61.50548159,24
0.52058,0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4,388.45,9.54,0.681337998,0.234934258,0.51369648,6.637483581,76.50053635,0.507432614,6.6342523,76.50434517,25.1
0.51183,0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,390.07,4.73,0.50420141,0.180599217,0.509611245,7.358249427,71.60506903,0.508640449,7.367991995,71.60783937,31.5
0.08244,30,4.93,0,0.428,6.481,18.5,6.1899,6,300,16.6,379.41,6.36,0.357710102,0.529786014,0.433718375,6.481808085,18.5048633,0.434998783,6.490939035,18.50077418,23.7
0.09252,30,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6,383.78,7.37,0.760631103,0.728431429,0.432929402,6.613934856,42.20783073,0.436394171,6.615267331,42.20603758,23.3
0.11329,30,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6,391.25,11.38,0.278731382,0.560060511,0.435246514,6.898329792,54.30751049,0.42995029,6.901254627,54.30772298,22
0.10612,30,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6,394.62,12.4,0.70929291,0.769637843,0.430541542,6.098091874,65.10521552,0.42943404,6.097178137,65.10777624,20.1
0.1029,30,4.93,0,0.428,6.358,52.9,7.0355,6,300,16.6,372.75,11.22,0.039094966,0.117791004,0.436411068,6.360506627,52.90431787,0.429999278,6.365061308,52.90280583,22.2
0.12757,30,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6,374.71,5.19,0.090425645,0.555225844,0.433010518,6.402242864,7.809532013,0.432412681,6.401718884,7.80921695,23.7
0.20608,22,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1,372.49,12.5,0.603003995,0.691366771,0.434380451,5.598781796,76.50779055,0.436692458,5.594623849,76.50969621,17.6
0.19133,22,5.86,0,0.431,5.605,70.2,7.9549,7,330,19.1,389.13,18.46,0.705834147,0.362558244,0.440262666,5.607009126,70.20114868,0.438206389,5.607960927,70.2089465,18.5
0.33983,22,5.86,0,0.431,6.108,34.9,8.0555,7,330,19.1,390.18,9.16,0.911532266,0.36079267,0.439946181,6.116626461,34.90425445,0.433262429,6.113387181,34.90362708,24.3
0.19657,22,5.86,0,0.431,6.226,79.2,8.0555,7,330,19.1,376.14,10.15,0.522754888,0.483451964,0.434900999,6.230046837,79.2065828,0.433488036,6.235459108,79.20239724,20.5
0.16439,22,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1,374.71,9.52,0.401909668,0.973494862,0.433506429,6.434435183,49.1088169,0.435526474,6.441199928,49.10862546,24.5
0.19073,22,5.86,0,0.431,6.718,17.5,7.8265,7,330,19.1,393.74,6.56,0.006385999,0.714072795,0.431821324,6.725462469,17.50731662,0.435912134,6.726863319,17.50222332,26.2
0.1403,22,5.86,0,0.431,6.487,13,7.3967,7,330,19.1,396.28,5.9,0.691077314,0.646638207,0.436799864,6.489646912,13.0098257,0.433279218,6.492239992,13.0046312,24.4
0.21409,22,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,377.07,3.59,0.409416145,0.786059038,0.435389898,6.442164009,8.901148028,0.438455149,6.442726576,8.908609798,24.8
0.08221,22,5.86,0,0.431,6.957,6.8,8.9067,7,330,19.1,386.09,3.53,0.560028611,0.374744866,0.436003583,6.960655332,6.809142053,0.437559833,6.959806193,6.804767046,29.6
0.36894,22,5.86,0,0.431,8.259,8.4,8.9067,7,330,19.1,396.9,3.54,0.660448169,0.069093709,0.435401562,8.261392158,8.403491391,0.439246597,8.264555974,8.408583262,42.8
0.04819,80,3.64,0,0.392,6.108,32,9.2203,1,315,16.4,392.89,6.57,0.397280411,0.806091815,0.393526007,6.115097576,32.0071426,0.40001792,6.117884032,32.00373032,21.9
0.03548,80,3.64,0,0.392,5.876,19.1,9.2203,1,315,16.4,395.18,9.25,0.300939998,0.153002154,0.393327408,5.882999192,19.10863864,0.394918459,5.883374366,19.10133401,20.9
0.01538,90,3.75,0,0.394,7.454,34.2,6.3361,3,244,15.9,386.34,3.11,0.558630244,0.076533988,0.399014371,7.458216287,34.20125747,0.39812804,7.460127505,34.20533522,44
0.61154,20,3.97,0,0.647,8.704,86.9,1.801,5,264,13,389.7,5.12,0.443689461,0.254969373,0.653508256,8.712127161,86.90622753,0.65344997,8.708853905,86.90333611,50
0.66351,20,3.97,0,0.647,7.333,100,1.8946,5,264,13,383.29,7.79,0.257052569,0.140097944,0.655954966,7.340321514,100.0097101,0.650731121,7.341557348,100.0022153,36
0.65665,20,3.97,0,0.647,6.842,100,2.0107,5,264,13,391.93,6.9,0.368989544,0.600310256,0.647536926,6.851353994,100.0061354,0.649169198,6.851414775,100.0019558,30.1
0.54011,20,3.97,0,0.647,7.203,81.8,2.1121,5,264,13,392.8,9.59,0.065770847,0.177474709,0.650975582,7.20754037,81.80685029,0.656941259,7.210111904,81.80462847,33.8
0.53412,20,3.97,0,0.647,7.52,89.4,2.1398,5,264,13,388.37,7.26,0.558436126,0.416006988,0.652690787,7.523702088,89.40659781,0.656512211,7.525462177,89.40461142,43.1
0.52014,20,3.97,0,0.647,8.398,91.5,2.2885,5,264,13,386.86,5.91,0.792764519,0.909750574,0.650686097,8.405144863,91.50736261,0.655905998,8.398324581,91.50208214,48.8
0.57834,20,3.97,0,0.575,8.297,67,2.4216,5,264,13,384.54,7.44,0.140385502,0.382752511,0.582689937,8.304242928,67.00239168,0.577691321,8.306472357,67.00172477,50
0.5405,20,3.97,0,0.575,7.47,52.6,2.872,5,264,13,390.3,3.16,0.635127761,0.245639703,0.584557662,7.478436251,52.60110344,0.576146278,7.477590932,52.60566639,43.5
0.09065,20,6.96,1,0.464,5.92,61.5,3.9175,3,223,18.6,391.34,13.65,0.547218077,0.454519656,0.473561006,5.925190349,61.5013141,0.465651772,5.920584037,61.50300179,20.7
0.29916,20,6.96,0,0.464,5.856,42.1,4.429,3,223,18.6,388.65,13,0.004284816,0.446464815,0.471227439,5.856219118,42.10429022,0.468637846,5.865160127,42.10271006,21.1
0.16211,20,6.96,0,0.464,6.24,16.3,4.429,3,223,18.6,396.9,6.59,0.453180358,0.767942688,0.466497764,6.249538197,16.30525858,0.469001584,6.245992271,16.30604058,25.2
0.1146,20,6.96,0,0.464,6.538,58.7,3.9175,3,223,18.6,394.96,7.73,0.880609322,0.329379943,0.46595175,6.539376208,58.70264864,0.471941629,6.538212926,58.70193376,24.4
0.22188,20,6.96,1,0.464,7.691,51.8,4.3665,3,223,18.6,390.77,6.58,0.496325793,0.496923256,0.469997328,7.697085459,51.80497491,0.473730502,7.696636759,51.8004812,35.2
0.05644,40,6.41,1,0.447,6.758,32.9,4.0776,4,254,17.6,396.9,3.53,0.813280713,0.151063058,0.456685527,6.766183005,32.9069399,0.456190632,6.76488858,32.90481559,32.4
0.09604,40,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6,396.9,2.98,0.325806396,0.740899667,0.448002374,6.858704462,42.80839036,0.452325994,6.863980861,42.80370451,32
0.10469,40,6.41,1,0.447,7.267,49,4.7872,4,254,17.6,389.25,6.05,0.519061749,0.426294681,0.452326501,7.272025743,49.00355983,0.447578391,7.271188132,49.0031662,33.2
0.06127,40,6.41,1,0.447,6.826,27.6,4.8628,4,254,17.6,393.45,4.16,0.367496096,0.747810793,0.447133222,6.829025954,27.60523738,0.449288894,6.833220705,27.60111381,33.1
0.07978,40,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6,396.9,7.19,0.35217622,0.769023105,0.45131009,6.483256501,32.1068891,0.449857456,6.484491633,32.10739073,29.1
0.21038,20,3.33,0,0.4429,6.812,32.2,4.1007,5,216,14.9,396.9,4.85,0.000265355,0.561940745,0.450222062,6.813333978,32.20555957,0.448473526,6.816257569,32.20537925,35.1
0.03578,20,3.33,0,0.4429,7.82,64.5,4.6947,5,216,14.9,387.31,3.76,0.182096303,0.808694022,0.451162378,7.822364593,64.50915184,0.4455842,7.820805422,64.50969391,45.4
0.03705,20,3.33,0,0.4429,6.968,37.2,5.2447,5,216,14.9,392.23,4.59,0.241244363,0.257047052,0.451633765,6.971867979,37.20519394,0.450360775,6.970147774,37.20228882,35.4
0.06129,20,3.33,1,0.4429,7.645,49.7,5.2119,5,216,14.9,377.07,3.01,0.283722732,0.803015294,0.450258028,7.650443045,49.70170498,0.444237054,7.650140267,49.7004092,46
0.01501,90,1.21,1,0.401,7.923,24.8,5.885,1,198,13.6,395.52,3.16,0.907472995,0.964714502,0.406548946,7.932231251,24.80599798,0.408689889,7.93103265,24.80689057,50
0.00906,90,2.97,0,0.4,7.088,20.8,7.3073,1,285,15.3,394.72,7.85,0.081647914,0.54942354,0.408685699,7.090903041,20.80825162,0.404052207,7.097920112,20.8093229,32.2
0.01096,55,2.25,0,0.389,6.453,31.9,7.3073,1,300,15.3,394.72,8.23,0.190085578,0.052702908,0.396566737,6.453391156,31.90611436,0.398373959,6.457986082,31.90223288,22
0.01965,80,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,341.6,12.93,0.427639748,0.376824759,0.393946667,6.230898865,31.5003249,0.387382792,6.238471988,31.50781287,20.1
0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293,16.6,396.9,7.14,0.649859462,0.756485187,0.411992075,6.213268719,31.30551021,0.410954482,6.213413541,31.30581514,23.2
0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6,396.9,7.6,0.244370534,0.908912292,0.410227632,6.317865133,45.60717737,0.409202229,6.324276725,45.60540492,22.3
0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,6,293,16.6,371.72,9.51,0.363021107,0.914515879,0.409877487,6.569243452,22.90367625,0.408104532,6.571703959,22.90642019,24.8
0.03502,80,4.95,0,0.411,6.861,27.9,5.1167,4,245,19.2,396.9,3.33,0.215969944,0.466251336,0.41923849,6.869495758,27.90151923,0.416738276,6.861877667,27.90936084,28.5
0.07886,80,4.95,0,0.411,7.148,27.7,5.1167,4,245,19.2,396.9,3.56,0.756860219,0.08043533,0.417568773,7.148885899,27.70940841,0.418811686,7.14991918,27.70351614,37.3
0.03615,80,4.95,0,0.411,6.63,23.4,5.1167,4,245,19.2,396.9,4.7,0.681972745,0.500716788,0.420245846,6.63799161,23.40369292,0.41595419,6.637398037,23.40122341,27.9
0.08265,0,13.92,0,0.437,6.127,18.4,5.5027,4,289,16,396.9,8.58,0.373141599,0.449569249,0.437276733,6.127825302,18.40014376,0.446943629,6.131524677,18.40798922,23.9
0.08199,0,13.92,0,0.437,6.009,42.3,5.5027,4,289,16,396.9,10.4,0.264858973,0.726955372,0.43760266,6.018998872,42.30064894,0.437293856,6.016078406,42.30664537,21.7
0.06466,70,2.24,0,0.4,6.345,20.1,7.8278,5,358,14.8,368.24,4.97,0.804380314,0.090429458,0.40786188,6.34858891,20.10492015,0.406899014,6.351561828,20.10479355,22.5
0.05561,70,2.24,0,0.4,7.041,10,7.8278,5,358,14.8,371.58,4.74,0.701078918,0.619952309,0.409597217,7.043565928,10.00305409,0.400333053,7.04542464,10.00052386,29
0.04417,70,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8,390.86,6.07,0.934590054,0.847322567,0.400108477,6.872401523,47.40621862,0.400723998,6.879144906,47.40539188,24.8
0.03537,34,6.09,0,0.433,6.59,40.4,5.4917,7,329,16.1,395.75,9.5,0.28456695,0.25456006,0.442999724,6.598987677,40.40455878,0.440482587,6.593143191,40.40922141,22
0.09266,34,6.09,0,0.433,6.495,18.4,5.4917,7,329,16.1,383.61,8.67,0.740473644,0.958966206,0.440721857,6.495530457,18.40058187,0.4428328,6.498222582,18.40381478,26.4
0.1,34,6.09,0,0.433,6.982,17.7,5.4917,7,329,16.1,390.43,4.86,0.020022869,0.583024024,0.441656868,6.989293238,17.70152717,0.43303226,6.990954811,17.70270639,33.1
0.05515,33,2.18,0,0.472,7.236,41.1,4.022,7,222,18.4,393.68,6.93,0.627906796,0.49411739,0.473516236,7.245651066,41.10740943,0.474993562,7.238644856,41.10802499,36.1
0.05479,33,2.18,0,0.472,6.616,58.1,3.37,7,222,18.4,393.36,8.93,0.640642693,0.797770471,0.47986104,6.618042789,58.10428539,0.48138659,6.61832276,58.10993714,28.4
